exit_reason,count,total_pnl,avg_pnl,avg_hold_bars
SL,8,-56.0,-7.0,17.625
TP,7,71.79999999999995,10.257142857142851,23.142857142857142
TO,3,7.100000000000023,2.3666666666666742,60.0
WEAK_REVERSAL,2,12.150000000000091,6.0750000000000455,34.0
