exit_reason,count,total_pnl,avg_pnl,avg_hold_bars
SL,15,-115.25,-7.683333333333334,10.333333333333334
TP,9,90.29999999999995,10.033333333333328,13.88888888888889
TO,5,6.2999999999999545,1.259999999999991,60.0
SESSION_END,4,-2.3500000000001364,-0.5875000000000341,26.5
WEAK_REVERSAL,3,18.449999999999932,6.149999999999977,14.0
