entry_ts,exit_ts,symbol,direction,entry_price,exit_price,pnl_tick,hold_bars,exit_reason,level,hold_time_seconds
2026-01-20 10:57:58,2026-01-20 11:31:48,215A,buy,1400.5,1396.5,-4.0,31,SESSION_END,1396.2483779381319,2030.0
2026-01-20 12:30:33,2026-01-20 13:37:14,215A,buy,1394.5,1394.5,0.0,60,TO,1396.2483779381319,4001.0
2026-01-20 13:37:14,2026-01-20 14:07:52,215A,buy,1394.5,1406.5,12.0,26,TP,1396.2483779381319,1838.0
2026-01-20 14:30:50,2026-01-20 15:16:48,215A,buy,1400.5,1407.5,7.0,37,SESSION_END,1396.2483779381319,2758.0
2026-01-21 09:24:52,2026-01-21 09:29:28,215A,buy,1347.0,1353.5,6.5,3,HALF_RETRACE,1344.5,276.0
2026-01-21 10:43:52,2026-01-21 11:31:59,215A,buy,1346.5,1349.0,2.5,42,SESSION_END,1344.5,2887.0
2026-01-21 12:40:39,2026-01-21 12:50:58,215A,buy,1349.5,1344.5,-5.0,9,SL,1344.5,619.0
2026-01-21 12:50:58,2026-01-21 13:52:53,215A,buy,1344.5,1351.5,7.0,54,WEAK_REVERSAL,1344.5,3715.0
2026-01-21 13:56:20,2026-01-21 14:41:02,215A,sell,1347.5,1352.5,-5.0,39,SL,1344.5,2682.0
2026-01-21 09:00:51,2026-01-21 09:03:09,3350.0,buy,511.0,501.0,-10.0,2,SL,514.493137254902,138.0
2026-01-21 09:03:09,2026-01-21 09:06:35,3350.0,buy,501.0,491.0,-10.0,3,SL,497.27777777777777,206.0
2026-01-21 09:06:35,2026-01-21 09:19:10,3350.0,buy,491.0,501.5,10.5,11,TP,491.0,755.0
2026-01-21 09:19:10,2026-01-21 09:22:35,3350.0,buy,501.5,495.5,-6.0,3,SL,497.27777777777777,205.0
2026-01-21 09:22:35,2026-01-21 09:35:11,3350.0,buy,495.5,505.5,10.0,10,TP,491.0,756.0
2026-01-21 09:37:29,2026-01-21 09:52:20,3350.0,buy,510.5,516.5,6.0,13,WEAK_REVERSAL,514.493137254902,891.0
2026-01-21 09:52:20,2026-01-21 10:01:30,3350.0,sell,516.5,505.5,11.0,8,TP,514.493137254902,550.0
2026-01-21 10:12:57,2026-01-21 11:21:40,3350.0,buy,510.5,509.5,-1.0,60,TO,514.493137254902,4123.0
2026-01-21 11:21:40,2026-01-21 11:31:59,3350.0,buy,509.5,506.0,-3.5,9,SESSION_END,514.493137254902,619.0
2026-01-21 12:31:30,2026-01-21 13:40:16,3350.0,buy,510.5,509.5,-1.0,60,TO,514.493137254902,4126.0
2026-01-21 13:40:16,2026-01-21 14:42:11,3350.0,buy,509.5,519.5,10.0,54,TP,514.493137254902,3715.0
2026-01-21 14:43:20,2026-01-21 15:16:35,3350.0,buy,518.5,518.5,0.0,29,SESSION_END,514.493137254902,1995.0
2026-01-21 09:00:51,2026-01-21 09:04:18,6526.0,buy,2243.0,2255.5,12.5,3,TP,2246.875,207.0
2026-01-21 09:05:26,2026-01-21 09:06:35,6526.0,buy,2245.75,2240.5,-5.25,1,SL,2246.875,69.0
2026-01-21 09:07:43,2026-01-21 09:13:26,6526.0,buy,2249.5,2242.0,-7.5,5,SL,2246.875,343.0
2026-01-21 09:13:26,2026-01-21 09:22:35,6526.0,buy,2242.0,2251.0,9.0,8,WEAK_REVERSAL,2246.875,549.0
2026-01-21 09:22:35,2026-01-21 09:26:01,6526.0,sell,2251.0,2258.5,-7.5,3,SL,2246.875,206.0
2026-01-21 09:30:37,2026-01-21 09:32:54,6526.0,buy,2245.25,2256.75,11.5,2,TP,2246.875,137.0
2026-01-21 12:30:21,2026-01-21 13:32:14,9501.0,buy,701.5,707.6500000000001,6.150000000000091,54,WEAK_REVERSAL,705.8535035264106,3713.0
2026-01-21 13:32:14,2026-01-21 14:22:41,9501.0,buy,707.6500000000001,717.95,10.299999999999955,44,TP,705.8535035264106,3027.0
2026-01-21 09:00:51,2026-01-21 09:16:51,9509.0,buy,1134.0,1127.5,-6.5,14,SL,1134.3701964352072,960.0
2026-01-21 09:24:52,2026-01-21 09:46:37,9509.0,buy,1129.75,1140.75,11.0,18,TP,1134.3701964352072,1305.0
2026-01-21 09:47:45,2026-01-21 10:56:28,9509.0,buy,1139.25,1142.25,3.0,60,TO,1134.3701964352072,4123.0
2026-01-23 10:11:12,2026-01-23 11:14:20,3350.0,buy,501.5,507.5,6.0,60,TO,505.49305555555554,3788.0
2026-01-23 11:14:20,2026-01-23 11:31:57,3350.0,buy,507.5,504.5,-3.0,17,SESSION_END,505.49305555555554,1057.0
2026-01-23 12:30:57,2026-01-23 13:33:01,3350.0,buy,508.5,510.5,2.0,60,TO,505.49305555555554,3724.0
2026-01-23 13:46:28,2026-01-23 14:28:53,3350.0,buy,509.5,504.5,-5.0,41,SL,505.49305555555554,2545.0
2026-01-23 14:28:53,2026-01-23 15:16:31,3350.0,buy,504.5,511.5,7.0,46,SESSION_END,505.49305555555554,2858.0
2026-01-23 13:49:35,2026-01-23 14:03:01,5016.0,buy,2635.75,2628.25,-7.5,13,SL,2633.060090303737,806.0
2026-01-23 14:03:01,2026-01-23 14:04:03,5016.0,buy,2628.25,2622.5,-5.75,1,SL,2633.060090303737,62.0
2026-01-23 14:09:14,2026-01-23 14:10:16,5016.0,sell,2628.25,2633.25,-5.0,1,SL,2633.060090303737,62.0
2026-01-23 14:10:16,2026-01-23 14:12:20,5016.0,sell,2633.25,2640.75,-7.5,2,SL,2633.060090303737,124.0
2026-01-23 14:16:28,2026-01-23 14:21:39,5016.0,buy,2634.75,2642.75,8.0,5,HALF_RETRACE,2633.060090303737,311.0
2026-01-23 10:11:12,2026-01-23 11:14:20,9501.0,sell,675.4,675.25,0.14999999999997726,60,TO,670.4666666666667,3788.0
2026-01-23 11:14:20,2026-01-23 11:31:57,9501.0,buy,675.25,673.35,-1.8999999999999773,17,SESSION_END,670.4666666666667,1057.0
2026-01-23 12:30:57,2026-01-23 13:03:01,9501.0,buy,674.7,681.45,6.75,31,WEAK_REVERSAL,670.4666666666667,1924.0
2026-01-23 13:53:43,2026-01-23 14:38:14,9501.0,buy,675.45,686.5,11.049999999999955,43,TP,670.4666666666667,2671.0
