exit_reason,count,total_pnl,avg_pnl,avg_hold_bars
SL,14,-93.5,-6.678571428571429,9.785714285714286
TP,10,109.84999999999991,10.98499999999999,21.9
SESSION_END,8,4.100000000000023,0.5125000000000028,28.5
TO,7,9.149999999999977,1.3071428571428538,60.0
WEAK_REVERSAL,5,34.90000000000009,6.980000000000018,32.0
HALF_RETRACE,2,14.5,7.25,4.0
