exit_reason,count,total_pnl,avg_pnl,avg_hold_bars
SL,624,-5096.3,-8.167147435897435,7.3798076923076925
TP,313,4401.45,14.062140575079871,8.94888178913738
TO,103,84.90000000000055,0.8242718446601994,60.0
SESSION_END,94,-18.850000000000136,-0.20053191489361846,26.29787234042553
WEAK_REVERSAL,85,546.1000000000001,6.424705882352943,15.176470588235293
HALF_RETRACE,45,312.25,6.938888888888889,6.0
NEAR_RESISTANCE,18,155.5,8.63888888888889,12.444444444444445
