exit_reason,count,total_pnl,avg_pnl,avg_hold_bars
SL,2581,-29005.65,-11.2381441301821,5.409918636187524
TP,1565,27869.9,17.8082428115016,5.470287539936102
TO,435,248.1000000000007,0.5703448275862085,60.0
SESSION_END,320,83.24999999999977,0.2601562499999993,28.796875
WEAK_REVERSAL,227,1459.65,6.430176211453745,14.559471365638766
HALF_RETRACE,138,956.7500000000002,6.932971014492756,5.340579710144928
NEAR_RESISTANCE,30,259.80000000000007,8.660000000000002,16.9
