exit_reason,count,total_pnl,avg_pnl,avg_hold_bars
SL,19,-130.0,-6.842105263157895,15.68421052631579
TP,10,106.04999999999995,10.604999999999995,18.6
WEAK_REVERSAL,4,24.90000000000009,6.225000000000023,32.5
TO,3,7.100000000000023,2.3666666666666742,60.0
